Date,First_Estimate,Days_between_estimate,EstimatedEffort,Total_Hours,Effort_over_Estimate,Parent_Team,Team_Name,Region
2017-05-22,2017-05-25,3,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-05-23,2017-07-28,66,8.0,12.000000014901161,150,Systems Engineering,Transporters,US & Canada
2017-05-24,2017-07-27,64,40.0,6.5,16,Support Engineering,Transporters,US & Canada
2017-05-24,2017-05-25,1,8.0,78.0,975,Systems Engineering,Tricorders,US & Canada
2017-05-25,2017-05-26,1,8.0,17.0,212,Systems Engineering,Transporters,US & Canada
2017-05-25,2017-06-06,12,7.0,5.5,78,Support Engineering,Warp Engines,US & Canada
2017-05-25,2017-05-30,5,2.0,3.0,150,Systems Engineering,Tricorders,US & Canada
2017-05-25,2017-05-26,1,4.0,9.0,225,R&D,Photon Torpedos,Colombia
2017-05-26,2017-05-31,5,8.0,6.5,81,Systems Engineering,Transporters,US & Canada
2017-05-30,2017-05-30,0,48.0,60.00000138580799,125,Systems Engineering,Tricorders,US & Canada
2017-05-30,2017-07-11,42,42.0,51.0,121,Support Engineering,Transporters,US & Canada
2017-05-30,2017-07-27,58,55.0,106.0,192,Systems Engineering,Tricorders,US & Canada
2017-05-30,2017-09-21,114,8.0,12.5,156,Systems Engineering,Transporters,US & Canada
2017-05-30,2017-05-31,1,4.0,1.5,37,Support Engineering,Warp Engines,US & Canada
2017-05-31,2017-06-02,2,1.0,0.8000000119209291,80,Support Engineering,Warp Engines,US & Canada
2017-05-31,2017-07-27,57,1.0,2.0,200,Support Engineering,Transporters,US & Canada
2017-06-01,2017-06-02,1,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-06-01,2017-06-09,8,38.0,6.0,15,Support Engineering,Warp Engines,US & Canada
2017-06-01,2017-06-01,0,70.0,73.89999875426292,105,Systems Engineering,Transporters,US & Canada
2017-06-01,2017-06-07,6,7.0,8.0,114,Support Engineering,Warp Engines,US & Canada
2017-06-01,2017-06-02,1,8.0,19.0,237,R&D,Photon Torpedos,Brazil
2017-06-01,2017-06-06,5,8.0,22.0,275,Systems Engineering,Warp Engines,US & Canada
2017-06-02,2017-06-21,19,8.0,6.5,81,Systems Engineering,Transporters,US & Canada
2017-06-02,2017-06-26,24,6.0,4.5,75,Support Engineering,Warp Engines,US & Canada
2017-06-02,2017-06-14,12,8.0,3.0,37,Systems Engineering,Warp Engines,US & Canada
2017-06-02,2017-06-28,26,154.0,116.3000001758337,75,Systems Engineering,Warp Engines,US & Canada
2017-06-05,2017-06-12,7,8.0,4.600000008940698,57,R&D,Photon Torpedos,Brazil
2017-06-05,2017-06-05,0,40.0,11.5,28,Support Engineering,Warp Engines,US & Canada
2017-06-05,2017-08-29,85,8.0,11.0,137,Systems Engineering,Tricorders,US & Canada
2017-06-05,2017-06-06,1,6.5,9.5,146,Support Engineering,Transporters,US & Canada
2017-06-05,2017-06-06,1,7.0,15.0,214,Support Engineering,Warp Engines,US & Canada
2017-09-05,2017-09-07,2,8.0,6.5,81,Support Engineering,Warp Engines,US & Canada
2017-09-05,2017-12-06,92,15.0,10.5,70,Support Engineering,Warp Engines,US & Canada
2017-09-05,2017-12-04,90,40.0,42.5,106,Systems Engineering,Transporters,US & Canada
2017-09-06,2017-09-07,1,8.0,6.3000000193715096,78,Support Engineering,Warp Engines,US & Canada
2017-09-06,2017-09-07,1,8.0,9.0,112,Support Engineering,Warp Engines,US & Canada
2017-06-06,2017-06-08,2,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-06-06,2017-07-05,29,30.0,23.0,76,Systems Engineering,Transporters,US & Canada
2017-06-06,2017-07-08,32,20.0,19.0,95,Support Engineering,Warp Engines,US & Canada
2017-06-07,2017-06-07,0,8.0,2.0,25,Support Engineering,Warp Engines,US & Canada
2017-06-07,2017-08-03,57,31.0,29.0,93,Systems Engineering,Transporters,US & Canada
2017-06-07,2017-06-12,5,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2017-06-07,2017-06-14,7,8.0,5.5,68,Systems Engineering,Warp Engines,US & Canada
2017-06-07,2017-09-21,106,32.0,72.0,225,Systems Engineering,Transporters,US & Canada
2017-06-08,2017-06-13,5,8.0,2.5,31,Systems Engineering,Warp Engines,US & Canada
2017-06-08,2017-06-21,13,36.0,33.5,93,Support Engineering,Transporters,US & Canada
2017-06-08,2017-06-09,1,3.0,4.0,133,Support Engineering,Transporters,US & Canada
2017-06-08,2017-06-14,6,7.0,9.0,128,Support Engineering,Warp Engines,US & Canada
2017-06-08,2017-06-19,11,24.0,25.5,106,Support Engineering,Tricorders,US & Canada
2017-06-08,2017-06-29,21,24.0,2.0,8,Systems Engineering,Warp Engines,US & Canada
2017-06-09,2017-06-13,4,7.0,9.0,128,Support Engineering,Warp Engines,US & Canada
2017-06-09,2017-06-16,7,8.0,3.0,37,Systems Engineering,Warp Engines,US & Canada
2017-06-09,2017-06-13,4,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-06-09,2017-07-31,52,8.0,7.5,93,Systems Engineering,Transporters,US & Canada
2017-06-09,2017-06-14,5,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-06-09,2017-06-20,11,8.0,9.000000134110449,112,Systems Engineering,Warp Engines,US & Canada
2017-06-09,2017-07-11,32,7.0,6.0,85,Systems Engineering,Transporters,US & Canada
2017-06-09,2017-07-27,48,147.0,138.0,93,Systems Engineering,Transporters,US & Canada
2017-06-09,2017-06-12,3,6.0,5.0,83,Support Engineering,Warp Engines,US & Canada
2017-06-11,2017-06-12,1,8.0,8.5,106,Systems Engineering,Warp Engines,US & Canada
2017-06-12,2017-07-19,37,80.0,222.0,277,R&D,Photon Torpedos,Taiwan
2017-06-12,2017-06-14,2,7.0,9.0,128,Support Engineering,Warp Engines,US & Canada
2017-06-12,2017-06-15,3,7.0,4.5,64,Support Engineering,Warp Engines,US & Canada
2017-06-13,2017-07-11,28,8.0,5.0,62,Support Engineering,Transporters,US & Canada
2017-06-13,2017-07-27,44,12.0,2.0,16,Support Engineering,Transporters,US & Canada
2017-06-13,2017-06-14,1,8.0,8.0,100,R&D,Photon Torpedos,Brazil
2017-06-14,2017-06-14,0,196.0,17.400000050663948,8,Support Engineering,Tricorders,US & Canada
2017-06-14,2017-06-14,0,4.0,1.0,25,Support Engineering,Warp Engines,US & Canada
2017-06-14,2017-06-27,13,11.5,8.0,69,Support Engineering,Transporters,US & Canada
2017-06-14,2017-06-19,5,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-06-14,2017-06-15,1,30.0,26.0,86,Support Engineering,Tricorders,US & Canada
2017-06-14,2017-06-27,13,7.0,6.5,92,Support Engineering,Transporters,US & Canada
2017-06-14,2018-01-23,223,2.0,2.0,100,Support Engineering,Transporters,US & Canada
2017-06-14,2017-06-15,1,6.0,3.5,58,Systems Engineering,Transporters,US & Canada
2017-06-15,2017-09-21,98,8.0,6.0,75,Systems Engineering,Transporters,US & Canada
2017-06-15,2017-06-15,0,5.0,13.5,270,Support Engineering,Warp Engines,US & Canada
2017-06-15,2017-06-16,1,15.0,13.0,86,Support Engineering,Tricorders,US & Canada
2017-06-15,2017-07-31,46,8.0,9.5,118,Systems Engineering,Transporters,US & Canada
2017-06-15,2017-06-15,0,3.0,2.0,66,Support Engineering,Warp Engines,US & Canada
2017-06-15,2017-07-11,26,8.0,8.0,100,Systems Engineering,Transporters,US & Canada
2017-06-15,2017-07-05,20,14.0,15.0,107,Support Engineering,Transporters,US & Canada
2017-06-15,2017-06-20,5,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-06-15,2017-12-15,183,8.0,2.0,25,Systems Engineering,Transporters,US & Canada
2017-06-15,2017-06-20,5,1.0,4.0,400,Systems Engineering,Warp Engines,US & Canada
2017-06-16,2017-06-20,4,8.0,17.0,212,R&D,Photon Torpedos,Brazil
2017-06-16,2017-06-19,3,8.0,9.5,118,Systems Engineering,Transporters,US & Canada
2017-06-16,2017-06-20,4,8.0,17.5,218,Systems Engineering,Warp Engines,US & Canada
2017-06-16,2017-09-21,97,2.0,2.0000000298023224,100,Systems Engineering,Transporters,US & Canada
2017-06-20,2017-07-28,38,18.0,12.600000023841858,70,Systems Engineering,Transporters,US & Canada
2017-06-20,2017-06-26,6,8.0,1.0,12,Systems Engineering,Transporters,US & Canada
2017-06-20,2017-06-21,1,8.0,28.59999990463257,357,Support Engineering,Warp Engines,US & Canada
2017-06-21,2017-07-05,14,8.0,126.0,1575,Systems Engineering,Tricorders,US & Canada
2017-06-21,2017-06-23,2,6.0,3.0,50,Systems Engineering,Transporters,US & Canada
2017-06-21,2017-07-07,16,8.0,8.5,106,Systems Engineering,Transporters,US & Canada
2017-06-22,2017-07-05,13,8.0,6.5,81,Systems Engineering,Transporters,US & Canada
2017-06-22,2017-07-11,19,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-06-23,2017-06-26,3,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-06-24,2017-06-26,2,8.0,2.5,31,Systems Engineering,Warp Engines,US & Canada
2017-06-26,2017-07-06,10,40.0,4.0,10,Systems Engineering,Warp Engines,US & Canada
2017-06-26,2017-06-30,4,6.0,4.0,66,Systems Engineering,Transporters,US & Canada
2017-06-26,2017-07-11,15,6.0,6.5,108,Systems Engineering,Transporters,US & Canada
2017-06-27,2017-06-28,1,8.0,0.5,6,Systems Engineering,Warp Engines,US & Canada
2017-06-28,2017-06-28,0,8.0,21.0,262,R&D,Photon Torpedos,Brazil
2017-06-28,2017-08-02,35,4.0,5.0,125,Support Engineering,Transporters,US & Canada
2017-06-28,2017-06-29,1,20.0,14.5,72,Support Engineering,Transporters,US & Canada
2017-06-28,2017-07-06,8,20.0,12.0,60,Systems Engineering,Transporters,US & Canada
2017-06-29,2017-07-11,12,64.0,57.5,89,Support Engineering,Warp Engines,US & Canada
2017-06-29,2017-06-29,0,2.0,1.0,50,Systems Engineering,Warp Engines,US & Canada
2017-06-29,2017-12-15,169,16.0,15.0,93,Systems Engineering,Transporters,US & Canada
2017-06-29,2017-08-15,47,48.0,39.0,81,R&D,Photon Torpedos,Colombia
2017-06-29,2017-06-30,1,6.0,6.0,100,R&D,Photon Torpedos,Brazil
2017-06-29,2017-12-15,169,12.0,10.0,83,Systems Engineering,Transporters,US & Canada
2017-06-30,2017-08-11,42,8.0,7.5,93,Support Engineering,Warp Engines,US & Canada
2017-06-30,2017-07-05,5,4.0,2.0000000298023224,50,Systems Engineering,Tricorders,US & Canada
2017-06-30,2017-08-15,46,8.0,24.0,300,R&D,Photon Torpedos,Colombia
2017-06-30,2017-07-24,24,30.0,46.0000017285347,153,Systems Engineering,Transporters,US & Canada
2017-06-30,2017-07-27,27,40.0,39.500000014901154,98,Support Engineering,Tricorders,US & Canada
2017-07-02,2017-12-11,162,16.0,16.0,100,Support Engineering,Warp Engines,US & Canada
2017-07-03,2017-07-07,4,40.0,13.0,32,R&D,Photon Torpedos,Taiwan
2017-07-03,2017-07-03,0,4.0,7.0,175,R&D,Photon Torpedos,Brazil
2017-07-04,2017-07-07,3,4.0,5.0,125,R&D,Photon Torpedos,Taiwan
2017-07-05,2017-07-06,1,40.0,12.0,30,R&D,Photon Torpedos,Taiwan
2017-07-05,2017-07-05,0,8.0,10.5,131,Support Engineering,Warp Engines,US & Canada
2017-07-05,2017-08-23,49,8.0,2.0,25,Systems Engineering,Tricorders,US & Canada
2017-07-05,2017-07-06,1,6.0,2.5,41,Support Engineering,Warp Engines,US & Canada
2017-07-05,2018-01-23,202,8.0,10.0,125,Support Engineering,Transporters,US & Canada
2017-07-06,2017-07-24,18,8.0,1.5000000149011612,18,Systems Engineering,Transporters,US & Canada
2017-07-06,2017-09-21,77,8.0,8.0,100,Systems Engineering,Transporters,US & Canada
2017-07-06,2017-07-17,11,8.0,6.800000041723251,85,Systems Engineering,Transporters,US & Canada
2017-07-06,2017-07-11,5,4.0,4.0,100,Systems Engineering,Transporters,US & Canada
2017-07-06,2017-07-27,21,2.0,2.0,100,Support Engineering,Transporters,US & Canada
2017-07-06,2017-07-10,4,4.0,0.5,12,Support Engineering,Warp Engines,US & Canada
2017-07-06,2017-07-07,1,4.0,1.0,25,Support Engineering,Warp Engines,US & Canada
2017-07-07,2017-07-27,20,28.0,42.0,150,Support Engineering,Transporters,US & Canada
2017-07-07,2017-07-11,4,8.0,6.0,75,Systems Engineering,Transporters,US & Canada
2017-07-07,2017-07-27,20,8.0,3.0,37,Support Engineering,Transporters,US & Canada
2017-07-07,2017-07-07,0,8.0,0.5,6,Support Engineering,Warp Engines,US & Canada
2017-07-07,2017-08-11,35,28.0,26.0,92,Support Engineering,Transporters,US & Canada
2017-07-07,2017-07-10,3,10.0,2.0,20,Support Engineering,Warp Engines,US & Canada
2017-07-10,2017-07-10,0,8.0,2.5,31,Systems Engineering,Warp Engines,US & Canada
2017-07-11,2017-07-27,16,80.0,48.0,60,Support Engineering,Transporters,US & Canada
2017-07-11,2017-07-24,13,8.0,3.0000000298023224,37,Systems Engineering,Transporters,US & Canada
2017-07-11,2017-12-15,157,24.0,9.0,37,Systems Engineering,Transporters,US & Canada
2017-07-11,2017-07-27,16,20.0,21.600000023841854,108,Support Engineering,Transporters,US & Canada
2017-07-11,2017-07-18,7,8.0,2.0,25,R&D,Photon Torpedos,Taiwan
2017-07-11,2017-07-18,7,16.0,11.0,68,R&D,Photon Torpedos,Taiwan
2017-07-11,2017-07-12,1,4.0,6.0,150,R&D,Photon Torpedos,Taiwan
2017-07-12,2017-07-12,0,8.0,3.0,37,R&D,Photon Torpedos,Taiwan
2017-07-12,2017-07-27,15,10.0,8.5,85,Support Engineering,Transporters,US & Canada
2017-07-12,2017-11-27,138,80.0,110.5,138,Systems Engineering,Tricorders,US & Canada
2017-07-12,2017-07-12,0,12.0,11.0,91,Systems Engineering,Warp Engines,US & Canada
2017-07-12,2018-01-04,176,170.0,169.0,99,Support Engineering,Transporters,US & Canada
2017-07-13,2017-07-13,0,8.0,8.0,100,R&D,Photon Torpedos,Taiwan
2017-07-13,2018-01-23,194,2.0,2.0,100,Support Engineering,Transporters,US & Canada
2017-07-13,2017-07-31,18,2.0,1.5,75,Systems Engineering,Transporters,US & Canada
2017-07-13,2017-07-18,5,8.0,28.0,350,Systems Engineering,Tricorders,US & Canada
2017-07-13,2017-07-13,0,16.0,6.0,37,R&D,Photon Torpedos,Taiwan
2017-07-14,2017-07-14,0,8.0,4.0,50,Systems Engineering,Warp Engines,US & Canada
2017-07-14,2017-07-19,5,8.0,7.5,93,Support Engineering,Warp Engines,US & Canada
2017-07-14,2017-07-27,13,0.5,0.5,100,Support Engineering,Transporters,US & Canada
2017-07-14,2017-07-14,0,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-07-16,2017-07-19,3,20.0,9.0,45,R&D,Photon Torpedos,Taiwan
2017-07-17,2017-07-17,0,20.0,39.0,195,R&D,Photon Torpedos,Taiwan
2017-07-17,2017-07-17,0,4.0,2.0,50,Support Engineering,Warp Engines,US & Canada
2017-07-17,2017-09-21,66,4.0,4.000000014901161,100,Systems Engineering,Transporters,US & Canada
2017-07-17,2017-07-17,0,4.0,6.5,162,Support Engineering,Warp Engines,US & Canada
2017-07-17,2017-08-07,21,42.0,25.5,60,Support Engineering,Transporters,US & Canada
2017-07-17,2017-07-19,2,8.0,9.0,112,Support Engineering,Tricorders,US & Canada
2017-07-17,2017-07-17,0,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-07-17,2017-07-19,2,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-07-17,2017-09-21,66,4.0,2.5,62,Systems Engineering,Transporters,US & Canada
2017-07-18,2017-07-24,6,8.0,2.5000000298023224,31,Systems Engineering,Transporters,US & Canada
2017-07-19,2017-12-15,149,8.0,5.0,62,Systems Engineering,Transporters,US & Canada
2017-07-19,2017-08-02,14,8.0,9.5,118,Systems Engineering,Warp Engines,US & Canada
2017-07-19,2017-07-19,0,8.0,1.0,12,Support Engineering,Warp Engines,US & Canada
2017-07-20,2017-07-20,0,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-07-19,2017-07-21,2,8.0,8.5,106,Support Engineering,Warp Engines,US & Canada
2017-07-27,2017-09-21,56,4.0,4.000000059604645,100,Systems Engineering,Transporters,US & Canada
2017-07-19,2017-07-21,2,8.0,2.5,31,Systems Engineering,Warp Engines,US & Canada
2017-07-20,2017-07-21,1,16.0,6.0,37,R&D,Photon Torpedos,Taiwan
2017-07-24,2017-08-22,29,8.0,6.0,75,Support Engineering,Transporters,US & Canada
2017-07-21,2017-07-25,4,8.0,1.0,12,R&D,Photon Torpedos,Brazil
2017-07-21,2017-07-27,6,8.0,19.0,237,R&D,Photon Torpedos,Brazil
2017-07-21,2017-07-24,3,8.0,4.0,50,Systems Engineering,Warp Engines,US & Canada
2017-07-21,2017-12-15,147,8.0,4.0,50,Systems Engineering,Transporters,US & Canada
2017-07-22,2017-07-27,5,8.0,1.0,12,Support Engineering,Tricorders,US & Canada
2017-07-24,2017-07-28,4,8.0,16.400000005960464,205,R&D,Photon Torpedos,Brazil
2017-07-24,2017-07-25,1,8.0,9.500000104308127,118,Systems Engineering,Transporters,US & Canada
2017-07-24,2017-07-28,4,8.0,1.5,18,Systems Engineering,Warp Engines,US & Canada
2017-07-25,2017-12-15,143,8.0,4.0,50,Systems Engineering,Transporters,US & Canada
2017-07-25,2017-08-21,27,8.0,6.5,81,Systems Engineering,Warp Engines,US & Canada
2017-07-25,2017-07-27,2,8.0,6.0,75,Systems Engineering,Warp Engines,US & Canada
2017-07-25,2017-08-21,27,60.0,91.0,151,Systems Engineering,Transporters,US & Canada
2017-07-25,2017-12-05,133,26.0,36.0,138,Systems Engineering,Transporters,US & Canada
2017-07-26,2017-07-28,2,24.0,22.0,91,Systems Engineering,Warp Engines,US & Canada
2017-07-26,2017-07-27,1,20.0,23.5,117,Support Engineering,Warp Engines,US & Canada
2017-07-27,2017-07-27,0,2.0,1.0,50,Systems Engineering,Warp Engines,US & Canada
2017-07-27,2017-09-01,36,8.0,5.199999928474425,64,Systems Engineering,Transporters,US & Canada
2017-07-28,2017-08-07,10,8.0,4.0,50,Systems Engineering,Warp Engines,US & Canada
2017-07-28,2017-08-08,11,30.0,20.5,68,Systems Engineering,Transporters,US & Canada
2017-07-28,2017-08-07,10,4.0,2.5,62,Systems Engineering,Transporters,US & Canada
2017-07-28,2017-08-02,5,32.0,93.0,290,R&D,Photon Torpedos,Colombia
2017-07-31,2017-07-31,0,4.0,4.0,100,Support Engineering,Warp Engines,US & Canada
2017-07-31,2017-07-31,0,2.0,2.4000000059604645,120,R&D,Photon Torpedos,Brazil
2017-07-31,2017-08-08,8,8.0,3.100000001490116,38,Support Engineering,Transporters,US & Canada
2017-07-31,2017-08-11,11,8.0,3.0,37,Support Engineering,Warp Engines,US & Canada
2017-07-31,2017-12-15,137,8.0,2.5,31,Systems Engineering,Transporters,US & Canada
2017-07-31,2017-08-07,7,4.0,3.5,87,Systems Engineering,Transporters,US & Canada
2017-07-31,2017-08-07,7,8.0,1.5,18,Systems Engineering,Warp Engines,US & Canada
2017-08-01,2017-12-15,136,8.0,7.0,87,Systems Engineering,Transporters,US & Canada
2017-08-01,2017-08-07,6,8.0,15.0,187,Systems Engineering,Warp Engines,US & Canada
2017-08-01,2017-08-23,22,38.5,31.5,81,Support Engineering,Warp Engines,US & Canada
2017-08-01,2017-08-03,2,12.0,5.200000002980231,43,Support Engineering,Warp Engines,US & Canada
2017-08-01,2018-01-02,154,8.0,3.000000014901161,37,Support Engineering,Tricorders,US & Canada
2017-08-02,2017-08-03,1,8.0,8.0,100,R&D,Photon Torpedos,Taiwan
2017-08-02,2017-08-14,12,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-08-02,2017-08-04,2,6.0,14.0,233,R&D,Photon Torpedos,Brazil
2017-08-02,2017-08-04,2,8.0,15.600000008940695,195,R&D,Photon Torpedos,Brazil
2017-08-02,2017-08-09,7,3.0,2.5,83,Support Engineering,Transporters,US & Canada
2017-08-02,2017-08-03,1,8.0,8.0,100,R&D,Photon Torpedos,Taiwan
2017-08-03,2017-08-04,1,3.0,2.3000000119209294,76,Support Engineering,Tricorders,US & Canada
2017-08-03,2017-08-07,4,8.0,5.5,68,Systems Engineering,Warp Engines,US & Canada
2017-08-04,2017-08-15,11,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-08-04,2017-08-08,4,6.0,6.0,100,Systems Engineering,Transporters,US & Canada
2017-08-04,2017-08-10,6,8.0,12.5,156,Support Engineering,Transporters,US & Canada
2017-08-04,2017-09-14,41,10.0,6.5,65,Support Engineering,Transporters,US & Canada
2017-08-05,2017-08-15,10,24.0,26.5,110,R&D,Photon Torpedos,Taiwan
2017-08-06,2017-08-08,2,30.0,4.0,13,R&D,Photon Torpedos,Taiwan
2017-08-06,2017-08-07,1,8.0,10.0,125,Systems Engineering,Transporters,US & Canada
2017-08-07,2017-08-07,0,8.0,7.0,87,Systems Engineering,Warp Engines,US & Canada
2017-08-07,2017-08-07,0,8.0,5.0,62,Support Engineering,Warp Engines,US & Canada
2017-08-07,2017-08-08,1,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-08-07,2017-08-15,8,8.0,4.0,50,Systems Engineering,Warp Engines,US & Canada
2017-08-07,2017-08-10,3,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-08-08,2017-08-23,15,40.0,43.0,107,Systems Engineering,Warp Engines,US & Canada
2017-08-08,2017-09-01,24,8.0,2.0,25,Systems Engineering,Transporters,US & Canada
2017-08-08,2017-08-08,0,8.0,4.0,50,Systems Engineering,Tricorders,US & Canada
2017-08-08,2017-08-10,2,8.0,1.5,18,Systems Engineering,Transporters,US & Canada
2017-08-09,2017-08-14,5,2.0,3.0,150,Systems Engineering,Tricorders,US & Canada
2017-08-09,2017-08-09,0,8.0,3.0,37,Systems Engineering,Warp Engines,US & Canada
2017-08-09,2017-09-13,35,8.0,3.0,37,Systems Engineering,Warp Engines,US & Canada
2017-08-09,2017-08-23,14,8.0,2.0,25,Systems Engineering,Tricorders,US & Canada
2017-08-09,2017-08-15,6,10.0,9.800000011920927,98,Support Engineering,Warp Engines,US & Canada
2017-08-09,2017-08-14,5,25.0,29.500000193715096,118,Support Engineering,Warp Engines,US & Canada
2017-08-10,2017-08-23,13,8.0,8.0,100,Systems Engineering,Tricorders,US & Canada
2017-08-11,2017-08-16,5,4.0,12.5,312,Support Engineering,Warp Engines,US & Canada
2017-08-11,2017-08-11,0,2.0,3.0,150,Support Engineering,Tricorders,US & Canada
2017-08-11,2017-08-14,3,32.0,3.0,9,Systems Engineering,Warp Engines,US & Canada
2017-08-11,2017-08-14,3,8.0,1.5,18,Systems Engineering,Warp Engines,US & Canada
2017-08-11,2017-08-11,0,3.0,3.0,100,Support Engineering,Warp Engines,US & Canada
2017-08-11,2017-08-18,7,8.0,5.5,68,Systems Engineering,Warp Engines,US & Canada
2017-08-15,2017-12-15,122,8.0,10.5,131,Systems Engineering,Transporters,US & Canada
2017-08-15,2017-08-15,0,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-08-15,2017-08-15,0,8.0,7.0,87,Systems Engineering,Warp Engines,US & Canada
2017-08-15,2017-08-21,6,30.0,26.0,86,R&D,Photon Torpedos,Taiwan
2017-08-15,2017-08-29,14,10.0,5.700000002980232,57,Support Engineering,Warp Engines,US & Canada
2017-08-15,2017-08-25,10,8.0,2.0,25,Systems Engineering,Transporters,US & Canada
2017-08-15,2017-08-15,0,8.0,3.0,37,Systems Engineering,Warp Engines,US & Canada
2017-08-15,2017-08-22,7,40.0,62.0,155,R&D,Photon Torpedos,Taiwan
2017-08-16,2017-08-24,8,8.0,20.0,250,Systems Engineering,Tricorders,US & Canada
2017-08-17,2017-08-28,11,38.0,68.0,178,Systems Engineering,Transporters,US & Canada
2017-08-17,2017-08-22,5,8.0,1.0,12,Support Engineering,Warp Engines,US & Canada
2017-08-17,2017-09-05,19,8.0,4.0000000298023215,50,Systems Engineering,Transporters,US & Canada
2017-08-17,2017-08-18,1,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-08-17,2017-08-18,1,8.0,2.5,31,Support Engineering,Warp Engines,US & Canada
2017-08-18,2017-08-22,4,20.0,30.5,152,Systems Engineering,Warp Engines,US & Canada
2017-08-18,2017-09-21,34,8.0,7.000000074505807,87,Systems Engineering,Transporters,US & Canada
2017-08-18,2017-08-18,0,8.0,3.0,37,Systems Engineering,Warp Engines,US & Canada
2017-08-18,2017-09-05,18,8.0,8.000000163912771,100,Systems Engineering,Transporters,US & Canada
2017-08-18,2017-12-05,109,10.0,10.0,100,Systems Engineering,Transporters,US & Canada
2017-08-21,2017-09-01,11,8.0,4.500000029802322,56,Systems Engineering,Tricorders,US & Canada
2017-08-21,2017-08-22,1,8.0,9.0,112,Systems Engineering,Warp Engines,US & Canada
2017-08-21,2017-12-15,116,4.0,4.0,100,Systems Engineering,Transporters,US & Canada
2017-08-21,2017-08-22,1,8.0,1.5,18,Systems Engineering,Warp Engines,US & Canada
2017-08-21,2017-09-21,31,2.0,2.0,100,Systems Engineering,Transporters,US & Canada
2017-08-22,2017-09-05,14,8.0,2.5,31,Systems Engineering,Warp Engines,US & Canada
2017-08-22,2017-08-22,0,4.0,5.0,125,Systems Engineering,Warp Engines,US & Canada
2017-08-22,2017-12-15,115,4.0,3.5,87,Systems Engineering,Transporters,US & Canada
2017-08-22,2017-08-23,1,8.0,3.0,37,Systems Engineering,Tricorders,US & Canada
2017-08-22,2017-08-22,0,96.0,138.0,143,R&D,Photon Torpedos,Colombia
2017-08-23,2017-08-25,2,8.0,10.0,125,Systems Engineering,Warp Engines,US & Canada
2017-08-23,2017-12-15,114,8.0,4.0,50,Systems Engineering,Transporters,US & Canada
2017-08-23,2017-09-21,29,4.0,3.0000000298023224,75,Systems Engineering,Transporters,US & Canada
2017-08-23,2017-09-05,13,6.0,6.0,100,Systems Engineering,Transporters,US & Canada
2017-08-24,2017-09-05,12,8.0,4.0000000447034845,50,Systems Engineering,Transporters,US & Canada
2017-08-24,2017-09-15,22,22.0,14.5,65,Support Engineering,Transporters,US & Canada
2017-08-24,2017-08-30,6,8.0,1.5,18,Systems Engineering,Tricorders,US & Canada
2017-08-24,2017-09-05,12,8.0,5.000000044703484,62,Systems Engineering,Transporters,US & Canada
2017-08-24,2017-08-24,0,6.0,19.0,316,R&D,Photon Torpedos,Brazil
2017-08-24,2017-08-28,4,40.0,56.0,140,Systems Engineering,Warp Engines,US & Canada
2017-08-24,2017-09-11,18,35.0,36.5,104,Support Engineering,Transporters,US & Canada
2017-08-25,2017-08-25,0,8.0,1.5,18,Systems Engineering,Warp Engines,US & Canada
2017-08-28,2017-08-30,2,8.0,1.0,12,Systems Engineering,Warp Engines,US & Canada
2017-08-28,2017-08-30,2,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-08-28,2017-08-30,2,8.0,2.0,25,Systems Engineering,Tricorders,US & Canada
2017-08-28,2017-12-05,99,27.0,27.0,100,Systems Engineering,Transporters,US & Canada
2017-08-29,2017-08-31,2,4.0,0.5,12,Support Engineering,Warp Engines,US & Canada
2017-08-29,2017-09-13,15,8.0,4.0,50,Systems Engineering,Warp Engines,US & Canada
2017-08-29,2017-09-01,3,8.0,1.5,18,Systems Engineering,Warp Engines,US & Canada
2017-08-30,2017-09-13,14,8.0,2.0,25,Systems Engineering,Warp Engines,US & Canada
2017-08-30,2017-12-15,107,4.0,1.5,37,Systems Engineering,Transporters,US & Canada
2017-08-30,2017-09-07,8,4.0,4.0,100,Systems Engineering,Warp Engines,US & Canada
